!!			
だい22ごうかいぼうかん	第二十二号海防艦	固有一般	丁型海防艦 11番艦
だい24ごうかいぼうかん	第二十四号海防艦	固有一般	丁型海防艦 12番艦
だい26ごうかいぼうかん	第二十六号海防艦	固有一般	丁型海防艦 13番艦
だい28ごうかいぼうかん	第二十八号海防艦	固有一般	丁型海防艦 14番艦
だい30ごうかいぼうかん	第三十号海防艦	固有一般	丁型海防艦 15番艦
まつ	松	固有一般	松型駆逐艦 1番艦
たけ	竹	固有一般	松型駆逐艦 2番艦
うめ	梅	固有一般	松型駆逐艦 3番艦
もも	桃	固有一般	松型駆逐艦 4番艦
くわ	桑	固有一般	松型駆逐艦 5番艦
きり	桐	固有一般	松型駆逐艦 6番艦
すぎ	杉	固有一般	松型駆逐艦 7番艦
まき	槇	固有一般	松型駆逐艦 8番艦
もみ	樅	固有一般	松型駆逐艦 9番艦
かし	樫	固有一般	松型駆逐艦 10番艦
かや	榧	固有一般	松型駆逐艦 11番艦
なら	楢	固有一般	松型駆逐艦 12番艦
さくら	櫻	固有一般	松型駆逐艦 13番艦
やなぎ	柳	固有一般	松型駆逐艦 14番艦
つばき	椿	固有一般	松型駆逐艦 15番艦
ひのき	檜	固有一般	松型駆逐艦 16番艦
かえで	楓	固有一般	松型駆逐艦 17番艦
けやき	欅	固有一般	松型駆逐艦 18番艦
せんとるいす	St.Louis	固有一般	St.Louis型軽巡洋艦 2番艦 CL-49
せんとるいす	セントルイス	固有一般	St.Louis型軽巡洋艦 2番艦 CL-49
へれな	ヘレナ	固有一般	St.Louis型軽巡洋艦 2番艦 CL-50
へれな	Helena	固有一般	St.Louis型軽巡洋艦 2番艦 CL-50
さうすだこた	South Dakota	固有一般	South Dakota型戦艦 1番艦 BB-57
さうすだこた	サウスダコタ	固有一般	South Dakota型戦艦 1番艦 BB-57
いんでぃあな	Indiana	固有一般	South Dakota型戦艦 2番艦 BB-58
いんでぃあな	インディアナ	固有一般	South Dakota型戦艦 2番艦 BB-58
まさちゅーせっつ	Massachusetts	固有一般	South Dakota型戦艦 3番艦 BB-59
まさちゅーせっつ	マサチューセッツ	固有一般	South Dakota型戦艦 3番艦 BB-59
あらばま	Alabama	固有一般	South Dakota型戦艦 4番艦 BB-60
あらばま	アラバマ	固有一般	South Dakota型戦艦 4番艦 BB-60
よーくたうん	Yorktown	固有一般	Yorktown型航空母艦 1番艦 CV-5
よーくたうん	ヨークタウン	固有一般	Yorktown型航空母艦 1番艦 CV-5
えんたーぷらいず	Enterprise	固有一般	Yorktown型航空母艦 2番艦 CV-6
えんたーぷらいず	エンタープライズ	固有一般	Yorktown型航空母艦 2番艦 CV-6
ほーねっと	Hornet	固有一般	Yorktown型航空母艦 3番艦 CV-8
ほーねっと	ホーネット	固有一般	Yorktown型航空母艦 3番艦 CV-8
!!			
!!  護衛せよ！船団輸送作戦 (2020年 晩秋～冬)			
!!			
にゅーきゃっする	Newcastle	固有一般	Town型軽巡洋艦 C76
にゅーきゃっする	ニューキャッスル	固有一般	Town型軽巡洋艦 C76
さうさんぷとん	Southampton	固有一般	Town型軽巡洋艦 C83
さうさんぷとん	サウサンプトン	固有一般	Town型軽巡洋艦 C83
しぇふぃーるど	Sheffield	固有一般	Town型軽巡洋艦 C24
しぇふぃーるど	シェフィールド	固有一般	Town型軽巡洋艦 C24
ぐらすごー	Glasgow	固有一般	Town型軽巡洋艦 C21
ぐらすごー	グラスゴー	固有一般	Town型軽巡洋艦 C21
ばーみんがむ	Birmingham	固有一般	Town型軽巡洋艦 C19
ばーみんがむ	バーミンガム	固有一般	Town型軽巡洋艦 C19
りばぷーる	Liverpool	固有一般	Town型軽巡洋艦 C11
りばぷーる	リバプール	固有一般	Town型軽巡洋艦 C11
まんちぇすたー	Manchester	固有一般	Town型軽巡洋艦 C15
まんちぇすたー	マンチェスター	固有一般	Town型軽巡洋艦 C15
ぐろすたー	Gloucester	固有一般	Town型軽巡洋艦 C62
ぐろすたー	グロスター	固有一般	Town型軽巡洋艦 C62
べるふぁすと	Belfast	固有一般	Town型軽巡洋艦 C35
べるふぁすと	ベルファスト	固有一般	Town型軽巡洋艦 C35
えじんばら	Edinburgh	固有一般	Town型軽巡洋艦 C16
えじんばら	エジンバラ	固有一般	Town型軽巡洋艦 C16
のーすかろらいな	North Carolina	固有一般	North Carolina型戦艦 2番艦 BB-55
のーすかろらいな	ノースカロライナ	固有一般	North Carolina型戦艦 2番艦 BB-55
わしんとん	Washington	固有一般	North Carolina型戦艦 2番艦 BB-56
わしんとん	ワシントン	固有一般	North Carolina型戦艦 2番艦 BB-56
!!			
!!  激突！ルンガ沖夜戦 (2021年 春)			
!!			
い201	伊201	固有一般	潜高型 1番艦
い202	伊202	固有一般	潜高型 2番艦
い203	伊203	固有一般	潜高型 3番艦
い204	伊204	固有一般	潜高型 4番艦
い205	伊205	固有一般	潜高型 5番艦
そうや	宗谷	固有一般	耐氷型雑用運送艦 特務艦
ぶるっくりん	ブルックリン	固有一般	Brooklyn型軽巡洋艦 1番艦 CL-40
ぶるっくりん	Brooklyn	固有一般	Brooklyn型軽巡洋艦 1番艦 CL-40
ふぃらでるふぃあ	フィラデルフィア	固有一般	Brooklyn型軽巡洋艦 2番艦 CL-41
ふぃらでるふぃあ	Philadelphia	固有一般	Brooklyn型軽巡洋艦 2番艦 CL-41
さばんな	サバンナ	固有一般	Brooklyn型軽巡洋艦 3番艦 CL-42
さばんな	Savannah	固有一般	Brooklyn型軽巡洋艦 3番艦 CL-42
なっしゅびる	ナッシュビル	固有一般	Brooklyn型軽巡洋艦 4番艦 CL-43
なっしゅびる	Nashville	固有一般	Brooklyn型軽巡洋艦 4番艦 CL-43
ふぇにっくす	フェニックス	固有一般	Brooklyn型軽巡洋艦 5番艦 CL-46
ふぇにっくす	Phoenix	固有一般	Brooklyn型軽巡洋艦 5番艦 CL-46
ぼいし	ボイシ	固有一般	Brooklyn型軽巡洋艦 6番艦 CL-47
ぼいし	Boise	固有一般	Brooklyn型軽巡洋艦 6番艦 CL-47
ほのるる	ホノルル	固有一般	Brooklyn型軽巡洋艦 7番艦 CL-48
ほのるる	Honolulu	固有一般	Brooklyn型軽巡洋艦 7番艦 CL-48
!!			
!!  増援輸送作戦！地中海の戦い (2021年 夏)			
!!			
こんてでぃかぶーる	Conte di Cavour	固有一般	Conte di Cavour型戦艦 1番艦
こんてでぃかぶーる	コンテ・ディ・カブール	固有一般	Conte di Cavour型戦艦 1番艦
じゅりおちぇーざれ	Giulio Cesare	固有一般	Conte di Cavour型戦艦 2番艦
じゅりおちぇーざれ	ジュリオ・チェーザレ	固有一般	Conte di Cavour型戦艦 2番艦
れおなるどだう゛ぃんち	Leonardo da Vinci	固有一般	Conte di Cavour型戦艦 3番艦
れおなるどだう゛ぃんち	レオナルド・ダ・ヴィンチ	固有一般	Conte di Cavour型戦艦 3番艦
かぶーる	Cavour	固有一般	Conte di Cavour型戦艦 1番艦
かぶーる	カブール	固有一般	Conte di Cavour型戦艦 1番艦
いらすとりあす	Illustrious	固有一般	Illustrious型航空母艦 1番艦
いらすとりあす	イラストリアス	固有一般	Illustrious型航空母艦 1番艦
う゛ぃくとりあす	Victorious	固有一般	Illustrious型航空母艦 2番艦
う゛ぃくとりあす	ヴィクトリアス	固有一般	Illustrious型航空母艦 2番艦
ふぉーみだぶる	Formidable	固有一般	Illustrious型航空母艦 3番艦
ふぉーみだぶる	フォーミダブル	固有一般	Illustrious型航空母艦 3番艦
いんどみたぶる	Indomitable	固有一般	Illustrious型航空母艦 4番艦
いんどみたぶる	インドミタブル	固有一般	Illustrious型航空母艦 4番艦
いんぷらかぶる	Implacable	固有一般	Illustrious型航空母艦 5番艦
いんぷらかぶる	インプラカブル	固有一般	Illustrious型航空母艦 5番艦
いんでぃふぁてぃがぶる	Indefatigable	固有一般	Illustrious型航空母艦 6番艦
いんでぃふぁてぃがぶる	インディファティガブル	固有一般	Illustrious型航空母艦 6番艦
!!			
!!  海上護衛！本土近海航路の防衛 (2021年 秋)			
!!			
すきゃんぷ	Scamp	固有一般	Gato型潜水艦 66番艦 SS-277
すきゃんぷ	スキャンプ	固有一般	Gato型潜水艦 66番艦 SS-277
!!			
!!  発令！「捷三号作戦警戒」 (2022年 冬)			
!!			
ちぐさまる	千種丸	固有一般	特2TL型 1番艦
やましおまる	山汐丸	固有一般	特2TL型 2番艦
!!			
!!  激闘！R方面作戦／血戦！異聞坊ノ岬沖海戦 (2022年 梅雨)			
!!			
!! なし			
!!			
!!  大規模反攻上陸！トーチ作戦！ (2022年 晩夏)			
!!			
うくる	鵜来	固有一般	鵜来型海防艦 1番艦
おきなわ	沖縄	固有一般	鵜来型海防艦 2番艦
あまみ	奄美	固有一般	鵜来型海防艦 3番艦
あぐに	粟国	固有一般	鵜来型海防艦 4番艦
しんなん	新南	固有一般	鵜来型海防艦 5番艦
やく	屋久	固有一般	鵜来型海防艦 6番艦
ちくぶ	竹生	固有一般	鵜来型海防艦 7番艦
こうづ	神津	固有一般	鵜来型海防艦 8番艦
ほたか	保高	固有一般	鵜来型海防艦 9番艦
いから	伊唐	固有一般	鵜来型海防艦 10番艦
いきの	生野	固有一般	鵜来型海防艦 11番艦
うるみ	蔚美	固有一般	鵜来型海防艦 12番艦
むろつ	室津	固有一般	鵜来型海防艦 13番艦
いなぎ	稲木	固有一般	鵜来型海防艦 14番艦
はぶし	羽節	固有一般	鵜来型海防艦 15番艦
おじか	男鹿	固有一般	鵜来型海防艦 16番艦
かなわ	金輪	固有一般	鵜来型海防艦 17番艦
うく	宇久	固有一般	鵜来型海防艦 18番艦
たかね	高根	固有一般	鵜来型海防艦 19番艦
くが	久賀	固有一般	鵜来型海防艦 20番艦
しが	志賀	固有一般	鵜来型海防艦 21番艦
いおう	伊王	固有一般	鵜来型海防艦 22番艦
いんでぃぺんでんす	Independence	固有一般	Independence型航空母艦 1番艦 CVL-22
いんでぃぺんでんす	インディペンデンス	固有一般	Independence型航空母艦 1番艦 CVL-22
ぷりんすとん	Princeton	固有一般	Independence型航空母艦 2番艦 CVL-23
ぷりんすとん	プリンストン	固有一般	Independence型航空母艦 2番艦 CVL-23
べろーうっど	Beleau Wood	固有一般	Independence型航空母艦 3番艦 CVL-24
べろーうっど	ベロー・ウッド	固有一般	Independence型航空母艦 3番艦 CVL-24
かうぺんす	Cowpens	固有一般	Independence型航空母艦 4番艦 CVL-25
かうぺんす	カウペンス	固有一般	Independence型航空母艦 4番艦 CVL-25
もんてれー	Monterey	固有一般	Independence型航空母艦 5番艦 CVL-26
もんてれー	モンテレー	固有一般	Independence型航空母艦 5番艦 CVL-26
らんぐれー	Langley	固有一般	Independence型航空母艦 6番艦 CVL-27
らんぐれー	ラングレー	固有一般	Independence型航空母艦 6番艦 CVL-27
かぼっと	Cabot	固有一般	Independence型航空母艦 7番艦 CVL-28
かぼっと	カボット	固有一般	Independence型航空母艦 7番艦 CVL-28
ばたーん	Bataan	固有一般	Independence型航空母艦 8番艦 CVL-29
ばたーん	バターン	固有一般	Independence型航空母艦 8番艦 CVL-29
さんじゃしんと	San Jacinto	固有一般	Independence型航空母艦 9番艦 CVL-30
さんじゃしんと	サン・ジャシント	固有一般	Independence型航空母艦 9番艦 CVL-30
れんじゃー	Ranger	固有一般	Ranger型航空母艦 1番艦 CV-4
れんじゃー	レンジャー	固有一般	Ranger型航空母艦 1番艦 CV-4
!!			
!!  絶対防衛線！「小笠原兵団」救援 (2023年 初春・春)			
!!			
へいうっど	Heywood L.E.	固有一般	Fletcher型駆逐艦 DD-663
へいうっど	ヘイウッド	固有一般	Fletcher型駆逐艦 DD-663
くまのまる	熊野丸	固有一般	特種船M丙型
たすかるーさ	Tascaloosa	固有一般	New Orleans型重巡洋艦 4番艦 CA-37
たすかるーさ	タスカルーサ	固有一般	New Orleans型重巡洋艦 4番艦 CA-37
にゅーおーりんず	New Orleans	固有一般	New Orleans型重巡洋艦 1番艦 CA-32
にゅーおーりんず	ニューオーリンズ	固有一般	New Orleans型重巡洋艦 1番艦 CA-32
あすとりあ	Astoria	固有一般	New Orleans型重巡洋艦 2番艦 CA-34
あすとりあ	アストリア	固有一般	New Orleans型重巡洋艦 2番艦 CA-34
みねあぽりす	Minneapolis	固有一般	New Orleans型重巡洋艦 3番艦 CA-36
みねあぽりす	ミネアポリス	固有一般	New Orleans型重巡洋艦 3番艦 CA-36
さんふらんしすこ	San Francisco	固有一般	New Orleans型重巡洋艦 5番艦 CA-38
さんふらんしすこ	サンフランシスコ	固有一般	New Orleans型重巡洋艦 5番艦 CA-38
くいんしー	Quincy	固有一般	New Orleans型重巡洋艦 6番艦 CA-39
くいんしー	クインシー	固有一般	New Orleans型重巡洋艦 6番艦 CA-39
う゛ぃんせんす	Vincennes	固有一般	New Orleans型重巡洋艦 7番艦 CA-44
う゛ぃんせんす	ヴィンセンス	固有一般	New Orleans型重巡洋艦 7番艦 CA-44
だいひゃくいちごうゆそうかん	第百一号輸送艦	固有一般	二等輸送艦 1番艦
!!			
!!  船団護衛！輸送航路防衛戦／反攻上陸！ノルマンディー上陸作戦 (2023年 夏)			
!!			
しきしま	敷島	固有一般	敷島型 1番艦
あさひ	朝日	固有一般	改敷島型 2番艦
はつせ	初瀬	固有一般	敷島型 3番艦
みかさ	三笠	固有一般	敷島型 4番艦
さーもん	Salmon	固有一般	Salmon型潜水艦 SS-182
さーもん	サーモン	固有一般	Salmon型潜水艦 SS-182
しーる	Seal	固有一般	Salmon型潜水艦 SS-183
しーる	シール	固有一般	Salmon型潜水艦 SS-183
すきっぷじゃっく	Skipjack	固有一般	Salmon型潜水艦 SS-184
すきっぷじゃっく	スキップジャック	固有一般	Salmon型潜水艦 SS-184
すなっぱー	Snapper	固有一般	Salmon型潜水艦 SS-185
すなっぱー	スナッパー	固有一般	Salmon型潜水艦 SS-185
すてぃんぐれい	Stingray	固有一般	Salmon型潜水艦 SS-186
すてぃんぐれい	スティングレイ	固有一般	Salmon型潜水艦 SS-186
すたーじょん	Sturgeon	固有一般	Salmon型潜水艦 SS-187
すたーじょん	スタージョン	固有一般	Salmon型潜水艦 SS-187
まるちぇっろ	マルチェッロ	固有一般	Marcello型潜水艦 1番艦
まるちぇっろ	L.Marcello	固有一般	Marcello型潜水艦 1番艦
ろれんつぉ・まるちぇっろ	ロレンツォ・マルチェッロ	固有一般	Marcello型潜水艦 1番艦
ろれんつぉ・まるちぇっろ	Lorenzo Marcello	固有一般	Marcello型潜水艦 1番艦
だんどーろ	ダンドーロ	固有一般	Marcello型潜水艦 2番艦
だんどーろ	E.Dandolo	固有一般	Marcello型潜水艦 2番艦
えんりこ・だんどーろ	エンリコ・ダンドーロ	固有一般	Marcello型潜水艦 2番艦
えんりこ・だんどーろ	Enrico Dandolo	固有一般	Marcello型潜水艦 2番艦
ぶぇにえーろ	ヴェニエーロ	固有一般	Marcello型潜水艦 3番艦
ぶぇにえーろ	S.Veniero	固有一般	Marcello型潜水艦 3番艦
せばすてぃあーの・ぶぇにえーろ	セバスティアーノ・ヴェニエーロ	固有一般	Marcello型潜水艦 3番艦
せばすてぃあーの・ぶぇにえーろ	Sebastiano Veniero	固有一般	Marcello型潜水艦 3番艦
ぷろヴぁーな	プロヴァーナ	固有一般	Marcello型潜水艦 4番艦
ぷろヴぁーな	A.Provana	固有一般	Marcello型潜水艦 4番艦
あんどれあ・ぷろヴぁーな	アンドレア・プロヴァーナ	固有一般	Marcello型潜水艦 4番艦
あんどれあ・ぷろヴぁーな	Andrea Provana	固有一般	Marcello型潜水艦 4番艦
もちぇにーご	モチェニーゴ	固有一般	Marcello型潜水艦 5番艦
もちぇにーご	L.Mocenigo	固有一般	Marcello型潜水艦 5番艦
らざろ・もちぇにーご	ラザロ・モチェニーゴ	固有一般	Marcello型潜水艦 5番艦
らざろ・もちぇにーご	Lazzaro Mocenigo	固有一般	Marcello型潜水艦 5番艦
なーに	ナーニ	固有一般	Marcello型潜水艦 6番艦
なーに	G.Nani	固有一般	Marcello型潜水艦 6番艦
じゃこも・なーに	ジャコモ・ナーニ	固有一般	Marcello型潜水艦 6番艦
じゃこも・なーに	Giacomo Nani	固有一般	Marcello型潜水艦 6番艦
ばるばりーご	バルバリーゴ	固有一般	Marcello型潜水艦 7番艦
ばるばりーご	A.Barbarigo	固有一般	Marcello型潜水艦 7番艦
あごすてぃの・ばるばりーご	アゴスティノ・バルバリーゴ	固有一般	Marcello型潜水艦 7番艦
あごすてぃの・ばるばりーご	Agostino Barbarigo	固有一般	Marcello型潜水艦 7番艦
えーも	エーモ	固有一般	Marcello型潜水艦 8番艦
えーも	A.Emo	固有一般	Marcello型潜水艦 8番艦
あんじぇろ・えーも	アンジェロ・エーモ	固有一般	Marcello型潜水艦 8番艦
あんじぇろ・えーも	Angelo Emo	固有一般	Marcello型潜水艦 8番艦
もろしーに	モロスィーニ	固有一般	Marcello型潜水艦 9番艦
もろしーに	F.Morosini	固有一般	Marcello型潜水艦 9番艦
ふらんちぇすこ・もろしーに	フランチェスコ・モロスィーニ	固有一般	Marcello型潜水艦 9番艦
ふらんちぇすこ・もろしーに	Francesco Morosini	固有一般	Marcello型潜水艦 9番艦
かっぺりーに	カッペリーニ	固有一般	Marcello型潜水艦 10番艦
かっぺりーに	C.Cappellini	固有一般	Marcello型潜水艦 10番艦
ＵＩＴ２４	UIT-24	固有一般	Marcello型潜水艦 10番艦
い５０３	伊503	固有一般	Marcello型潜水艦 10番艦
こまんだんて・かっぺりーに	コマンダンテ・カッペリーニ	固有一般	Marcello型潜水艦 10番艦
こまんだんて・かっぺりーに	Comandante Cappellini	固有一般	Marcello型潜水艦 10番艦
ふぁあ・でぃ・ぶるーの	ファア・ディ・ブルーノ	固有一般	Marcello型潜水艦 11番艦
ふぁあ・でぃ・ぶるーの	C.Faà di Bruno	固有一般	Marcello型潜水艦 11番艦
こまんだんて・ふぁあ・でぃ・ぶるーの	コマンダンテ・ファア・ディ・ブルーノ	固有一般	Marcello型潜水艦 11番艦
こまんだんて・ふぁあ・でぃ・ぶるーの	Comandante Faà di Bruno	固有一般	Marcello型潜水艦 11番艦
ねヴぁだ	ネヴァダ	固有一般	Nevada型戦艦 1番艦 BB-36
ねヴぁだ	Nevada	固有一般	Nevada型戦艦 1番艦 BB-36
おくらほま	オクラホマ	固有一般	Nevada型戦艦 2番艦 BB-37
おくらほま	Oklahoma	固有一般	Nevada型戦艦 2番艦 BB-37
!!			
!!  発動！竜巻作戦 (2024年 初春)			
!!			
い１５	伊15	固有一般	巡潜乙型 1番艦
い１７	伊17	固有一般	巡潜乙型 2番艦
い１９	伊19	固有一般	巡潜乙型 3番艦
い２１	伊21	固有一般	巡潜乙型 4番艦
い２３	伊23	固有一般	巡潜乙型 5番艦
い２５	伊25	固有一般	巡潜乙型 6番艦
い２６	伊26	固有一般	巡潜乙型 7番艦
い２７	伊27	固有一般	巡潜乙型 8番艦
い２８	伊28	固有一般	巡潜乙型 9番艦
い２９	伊29	固有一般	巡潜乙型 10番艦
い３０	伊30	固有一般	巡潜乙型 11番艦
い３１	伊31	固有一般	巡潜乙型 12番艦
い３２	伊32	固有一般	巡潜乙型 13番艦
い３３	伊33	固有一般	巡潜乙型 14番艦
い３４	伊34	固有一般	巡潜乙型 15番艦
い３５	伊35	固有一般	巡潜乙型 16番艦
い３６	伊36	固有一般	巡潜乙型 17番艦
い３７	伊37	固有一般	巡潜乙型 18番艦
い３８	伊38	固有一般	巡潜乙型 19番艦
い３９	伊39	固有一般	巡潜乙型 20番艦
い４０	伊40	固有一般	巡潜乙型改一 1番艦
い４１	伊41	固有一般	巡潜乙型改一 2番艦
い４２	伊42	固有一般	巡潜乙型改一 3番艦
い４３	伊43	固有一般	巡潜乙型改一 4番艦
い４４	伊44	固有一般	巡潜乙型改一 5番艦
い４５	伊45	固有一般	巡潜乙型改一 6番艦
ひかわまる	氷川丸	固有一般	改氷川丸型 1番艦
ひえまる	日枝丸	固有一般	改氷川丸型 2番艦
へいあんまる	平安丸	固有一般	改氷川丸型 3番艦
どらむ	Drum	固有一般	Gato型潜水艦 17番艦 SS-228
どらむ	ドラム	固有一般	Gato型潜水艦 17番艦 SS-228
!!			
!!  Operation Menace／新MO作戦 (2024年 夏)			
!!			
もがどーる	Mogador	固有一般	Mogador型駆逐艦 1番艦
もがどーる	モガドール	固有一般	Mogador型駆逐艦 1番艦
う゛ぉるた	Volta	固有一般	Mogador型駆逐艦 2番艦
う゛ぉるた	ヴォルタ	固有一般	Mogador型駆逐艦 2番艦
くいーんえりざべす	Queen Elizabeth	固有一般	Queen Elizabeth型戦艦 1番艦
くいーんえりざべす	クイーンエリザベス	固有一般	Queen Elizabeth型戦艦 1番艦
ばーらむ	Barham	固有一般	Queen Elizabeth型戦艦 3番艦
ばーらむ	バーラム	固有一般	Queen Elizabeth型戦艦 3番艦
う゛ぁりあんと	Valiant	固有一般	Queen Elizabeth型戦艦 4番艦
う゛ぁりあんと	ヴァリアント	固有一般	Queen Elizabeth型戦艦 4番艦
まれーや	Malaya	固有一般	Queen Elizabeth型戦艦 5番艦
まれーや	マレーヤ	固有一般	Queen Elizabeth型戦艦 5番艦
ら・がそりにえーる	La Galissonniere	固有一般	La Galissonniere型軽巡洋艦 1番艦
ら・がそりにえーる	ラ・ガリソニエール	固有一般	La Galissonniere型軽巡洋艦 1番艦
じゃん・ど・う゛ぃえんぬ	ジャン・ド・ヴィエンヌ	固有一般	La Galissonniere型軽巡洋艦 2番艦
じゃん・ど・う゛ぃえんぬ	Jean de Vienne	固有一般	La Galissonniere型軽巡洋艦 2番艦
じょるじゅ・れいぐ	ジョルジュ・レイグ	固有一般	La Galissonniere型軽巡洋艦 3番艦
じょるじゅ・れいぐ	Georges Leygues	固有一般	La Galissonniere型軽巡洋艦 3番艦
まるせいえーず	マルセイエーズ	固有一般	La Galissonniere型軽巡洋艦 4番艦
まるせいえーず	Marseillaise	固有一般	La Galissonniere型軽巡洋艦 4番艦
ぐろわーる	グロワール	固有一般	La Galissonniere型軽巡洋艦 5番艦
ぐろわーる	Gloire	固有一般	La Galissonniere型軽巡洋艦 5番艦
もんかるむ	モンカルム	固有一般	La Galissonniere型軽巡洋艦 6番艦
もんかるむ	Montcalm	固有一般	La Galissonniere型軽巡洋艦 6番艦
!!			
!!  北海道防衛作戦／第二次礼号作戦 (2025年 春)			
!!			
